id,name,maker,variant,productType,strainType,thcPct,cbdPct,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals,reviewAction
noidecs-vtwo-19-1-flower,Hidden,GroVida,,,,19,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-amnesia-haze-26-1-flower,Amnesia Haze,Grow Pharma,,flower,sativa,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-blue-dream-24-1-flower,Blue Dream,Grow Pharma,,flower,sativa,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-bubba-kush-24-1-flower,Bubba Kush,Grow Pharma,,flower,indica,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-gelato-33-1-flower,Gelato 33,Grow Pharma,,flower,hybrid,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-hellfire-og-24-1-flower,Hellfire OG,Grow Pharma,,flower,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-lemon-haze-24-1-flower,Lemon Haze,Grow Pharma,,flower,sativa,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-mimosa-26-1-flower,Mimosa,Grow Pharma,,flower,sativa,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-og-kush-24-1-flower,OG Kush,Grow Pharma,,flower,indica,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-pineapple-express-24-1-flower,Pineapple Express,Grow Pharma,,flower,sativa,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-purple-punch-26-1-flower,Purple Punch,Grow Pharma,,flower,indica,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-sunset-sherbet-26-1-flower,Sunset Sherbet,Grow Pharma,,flower,hybrid,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-wedding-cake-26-1-flower,Wedding Cake,Grow Pharma,,flower,hybrid,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-white-rhino-23-1-flower,White Rhino,Grow Pharma,,flower,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
grow-pharma-zkittlez-23-1-flower,Zkittlez,Grow Pharma,,flower,hybrid,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
cake-caviar-organic-bbyy-24-1-flower,Blueberry Yum-Yum,Habitat,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
cake-caviar-organic-cfc-27-1-flower,Coffee Cake,Habitat,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
cake-caviar-organic-wblt-20-1-flower,Waffle Bites,Habitat,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
hst-2-headstone-black-mountain-side-30-1-flower,Black Mountain Side,Headstone,,flower,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
headstone-bms-30-1-flower,Black Mountain Side,Headstone Cannabis,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
headstone-lgt-29-1-flower,Lamb of God,Headstone Cannabis,,,,29,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
barrocas-tze-24-1-flower,Tigerz Eye,Herdade das Barrocas,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
petal-and-bud-zb-25-1-flower,Z-Berries,Herdade das Barrocas,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
highgreens-as-27-1-flower,Atomic Slurricane,HighGreens,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
highgreens-fz-27-1-flower,Funky Zkittlez,HighGreens,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
highgreens-lds-27-1-flower,Lemon Diesel Fritter,HighGreens,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
humble-bud-wz-smalls-25-1-flower,Watermelon Zkittlez,Humble Bud,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-pharma-black-amber-32-1-flower,Black Amber,IPS Pharma,,flower,,32,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-pharma-jet-fuel-apricot-20-1-flower,Jet Fuel Apricot,IPS Pharma,,flower,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-pharma-kings-kush-24-1-flower,King's Kush,IPS Pharma,,flower,indica,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-pharma-lasage-26-1-flower,L. A. S. A. G. E.,IPS Pharma,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-mc-22-1-flower,Mandarin Cookies,IPS PharmaCann International,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ips-sbl-21-1-flower,Strawberry Lemonade,IPS PharmaCann International,,,,21,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
muzo-gp-31-1-flower,Gastro Pop,J.R. Strain,,,,31,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
muzo-sdz-27-1-flower,Sudz,J.R. Strain,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
kasa-verde-gmk-24-1-flower,Grease Monkey,Kasa Verde,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
khiron-biscotti-mintz-22-1-flower,Biscotti Mintz,Khiron,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
khiron-hkt-20-1-flower,Hindu Kush,Khiron Med,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
khiron-pbb-23-1-flower,Peanut Butter Breath,Khiron Med,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
kootenay-cc-25-1-flower,Crystal Caviar,Kootenay Quantum,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
therismos-ogk-22-1-flower,OG Kush,Linneo Health,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
therismos-access-sog-25-1-flower,Strawberry OG,Linneo Health,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-fog-smalls-28-1-flower,Florida OG,LIT,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-mk-smalls-34-1-flower,Master Kush,LIT,,,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-sl-smalls-34-1-flower,Snow Lotus,LIT,,,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-snow-lotus-34-1-flower,Snow Lotus,LIT,,flower,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-snow-lotus-smalls-30-1-flower,Snow Lotus,LIT,smalls,flower,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-sd-smalls-34-1-flower,Sour Diesel,LIT,,,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lit-sour-diesel-smalls-30-1-flower,Sour Diesel,LIT,smalls,flower,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-imm-17-1-flower,Imperial Mimosa,Little Green Pharma,,,,17,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-mop-15-1-flower,Mimosa Orange Punch,Little Green Pharma,,,,15,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lot420-acc-11-16-flower,Apricot Cream & Cheese,Lot420,,,,11,16,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
greyscales-fj-26-1-flower,Flapjacks,Lot420,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lot420-flf-29-1-flower,Fruit-Loops & Fuel,Lot420,,,,29,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lot420-gelato-orange-cake-26-1-flower,Gelato Orange Cake,Lot420,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
greyscales-sc-25-1-flower,Strawberry Cough,Lot420,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lumir-cblt-23-1-flower,Crumble Lime Ten,Lumir,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
lumir-ksc-26-1-flower,Kush Cookies,Lumir,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mamedica-purple-milk-27-1-flower,Purple Milk,Mamedica,,flower,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-cold-creek-kush-25-1-flower,Cold Creek Kush,Medcan,,flower,indica,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-ghost-train-haze-22-1-flower,Ghost Train Haze,Medcan,,flower,sativa,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-glueberry-og-23-1-flower,Glueberry OG,Medcan,,flower,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-glueberry-og-smalls-22-1-flower,Glueberry OG,Medcan,smalls,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-gg4-24-1-flower,Gorilla Glue #4,Medcan,,flower,hybrid,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-isando-22-1-flower,Isando,Medcan,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-l.a-confidential-24-1-flower,LA Confidential,Medcan,,flower,indica,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-lemon-sour-diesel-25-1-flower,Lemon Sour Diesel,Medcan,,flower,sativa,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-royal-moby-20-1-flower,Royal Moby,Medcan,,flower,sativa,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-sherbet-glue-24-1-flower,Sherbet Glue,Medcan,,flower,hybrid,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-space-cake-24-1-flower,Space Cake,Medcan,,flower,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-strawberry-cheesecake-22-1-flower,Strawberry Cheesecake,Medcan,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-sc01-strawberry-og-22-1-flower,Strawberry OG,Medcan,,flower,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-ultra-sour-25-1-flower,Ultra Sour,Medcan,,flower,sativa,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-wappa-20-1-flower,Wappa,Medcan,,flower,indica,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medcan-isando-ts-24-1-flower,Tokoloshe Sherbet,MedCan,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medicus-af-26-1-flower,Apple Fritter,Medicus,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
medicus-fc-smalls-24-1-flower,Fire Cookies,Medicus,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mamedica-lcz-26-1-flower,Lemon Cherry Zkittlez,Medz Cannabis,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mamedica-pgo-25-1-flower,Purple Goo,Medz Cannabis,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mamedica-psl-25-1-flower,Purple Punch,Medz Cannabis,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mamedica-tc-28-1-flower,Wedding Layer,Medz Cannabis,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecs-t24-24-1-flower,Bafokeng Choice,MG Health,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
ecs-t18-18-1-flower,Durban Sky,MG Health,,,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mvc-mac1plus-25-1-flower,Miracle Alien Cookies,Miracle Valley Canada,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
muzon-frosted-fruit-cake-28-1-flower,Frosted Fruit Cake,Muzon,,flower,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mystery-mountain-coco-bamba-26-1-flower,Coco Bamba,Mystery Mountain,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mystery-mountain-gmo-mac-27-1-flower,Garlic Mushroom Onion,Mystery Mountain,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mystery-mountain-seaton-lemon-haze-29-1-flower,Seaton Lemon Haze,Mystery Mountain,,flower,,29,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
mystery-mountain-tbg-mng-t8c10-1-flower,The Big Mango,Mystery Mountain,,,,8,10,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
next-friday-bf-24-1-flower,Blueberry Fuego,Next Friday,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
next-friday-mtf-30-1-flower,Mutant Tyre Fire,Next Friday,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
noidecs-t18-1-flower,Humble Warrior,Noidecs,,,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
noidecs-pk-24-1-flower,Polar Kush,Noidecs,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
peace-naturals-asg-30-1-flower,Atomic Sour Grapefruit,Northern Green Canada,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curo-bcpt-22-1-flower,Black Cherry Punch,Northern Green Canada,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curo-fog-25-1-flower,Fire OG,Northern Green Canada,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
sundaze-gbd-32-1-flower,Gold Bud,Northern Green Canada,,,,32,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-gb-23-1-flower,Grape Burger,Northern Green Canada,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
four20-gcm-30-1-flower,Grapes & Cream,Northern Green Canada,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-sc-32-1-flower,Scout Cake,Northern Green Canada,,,,32,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
peace-naturals-slf-34-1-flower,Sonic Lemon Fuel,Northern Green Canada,,,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
peace-naturals-sc-34-1-flower,Space Cake,Northern Green Canada,,,,34,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curo-zzpt-20-1-flower,Zkittlez Pie,Northern Green Canada,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
big-narstie-cl-20-1-flower,Candyland,Northern Leaf,,,,20,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
