id,name,maker,variant,type,productType,strainType,thcPct,cbdPct,terpenes,genetics,countryOfOrigin,irradiationStatus,producerUseCases,producerNotes,sourceName,sourceUrl,sourceType,sourceCheckedAt,sourceLicense,sourceNotes,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals
ips-pharma-lasage-26-1-flower,L. A. S. A. G. E.,IPS Pharma,,Hybrid,flower,,26,1,,,,,,,,,,,,,,,,,,,
soma-og-lab-33-1-flower,L.A. Baker,Soma OG,,flower,,,33,1,alpha-pinene:4.6%|beta-pinene:4%|myrcene:10.2%,,,,,,,,,,,,,,,,,,
dlabs-lkc-30-1-flower,L.A. Kush Cake,dLabs,,flower,,,30,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
phcann-las-30-1-flower,L.A. S.A.G.E.,PharmaCann International,,flower,,,30,1,myrcene:11.56%|limonene:14.49%|caryophyllene:23.48%,,,,,,,,,,,,,,,,,,
medcan-l.a-confidential-24-1-flower,LA Confidential,Medcan,,flower,flower,indica,24,1,,,,,,,,,,,,,,,,,,,
curaleaf-la-kush-cake-24-1-flower,LA Kush Cake,Curaleaf,,flower,flower,indica,24,1,,,,,,,,,,,,,,,,,,,
headstone-lgt-29-1-flower,Lamb of God,Headstone Cannabis,,flower,,,29,1,,,,,,,,,,,,,,,,,,,
kallie-lzf-25-1-flower,Laser Fuel,OrganniCraft,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
curaleaf-lavender-cake-20-1-flower,Lavender Cake,Curaleaf,,flower,flower,indica,20,1,,,,,,,,,,,,,,,,,,,
wellford-aqua-legendary-bozy-29-1-flower,Legendary Bozy,Wellford Aqua,,Indica Hybrid,flower,,29,1,,,,,,,,,,,,,,,,,,,
glass-pharms-lcg-27-1-flower,Lemon Cherry Gelato,Glass Pharms,,flower,,,27,1,myrcene:major|limonene:major|linalool:major,,,,,,,,,,,,,,,,,,
safricanna-lcg-24-1-flower,Lemon Cherry Gelato,SafriCanna,,flower,,,24,1,alpha-pinene:1.5%|beta-pinene:1.92%|myrcene:12.75%,,,,,,,,,,,,,,,,,,
mamedica-lcz-26-1-flower,Lemon Cherry Zkittlez,Medz Cannabis,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
glass-pharms-ld-17-1-flower,Lemon Diesel,Glass Pharms,,flower,,,17,1,alpha-pinene:minor|beta-pinene:minor|myrcene:major,,,,,,,,,,,,,,,,,,
highgreens-lds-27-1-flower,Lemon Diesel Fritter,HighGreens,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
all-nations-lg-25-1-flower,Lemon Gelato,All Nations,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
dalgety-lemon-haze-26-1-flower,Lemon Haze,Dalgety,,flower,flower,sativa,26,1,,,,,,,,,,,,,,,,,,,
grow-pharma-lemon-haze-24-1-flower,Lemon Haze,Grow Pharma,,flower,flower,sativa,24,1,,,,,,,,,,,,,,,,,,,
dalgety-lemon-skunk-25-1-flower,Lemon Skunk,Dalgety,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
four20-pharma-lemon-skunk-24-1-flower,Lemon Skunk,Four20 Pharma,,flower,flower,sativa,24,1,,,,,,,,,,,,,,,,,,,
medcan-lemon-sour-diesel-25-1-flower,Lemon Sour Diesel,Medcan,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
4c-labs-core-lmt-25-1-flower,Lemonatti,4C Labs,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
primacann-llc-21-1-flower,Liberation Lemon Cake,Caprica,,flower,,,21,1,myrcene:major|limonene:minor|caryophyllene:minor,,,,,,,,,,,,discontinued,high,2026-04-03T16:11:49.679Z,Legacy catalogue audit,,"Marked discontinued during legacy catalogue cleanup because the product appeared on the discontinued audit list, but it was retained because community reviews still exist.",legacy-discontinued-audit-list|reviewed-product-retained
ostara-lvl-8-10-flower,Long Valley Legend,Ostara Medical,,flower,,,8,10,,,,,,,,,,,,,,,,,,,
aurora-medical-luminarium-flower,Luminarium,Aurora Medical,,sativa,flower,,,,terpinolene:major|b-myrcene:major|a-pinene:major,Mango Haze x California Lemon Skunk,Canada,,,Aurora notes that Luminarium also known as Delahaze has a fresh mango tropical citrus and pine aroma profile.,Aurora Medical,https://www.auroramedical.com/products/luminarium,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.338Z,Aurora Medical,https://www.auroramedical.com/products/luminarium,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
curaleaf-lcs-8-7-flower,Lunar Circus,Terra Verde,,flower,,,8,7,alpha-pinene:minor|beta-pinene:minor|myrcene:major,,,,,,,,,,,,,,,,,,
craft-botanics-mac-28-1-flower,M.A.C. Deluxe,Purplefarm,,flower,,,28,1,limonene:major|caryophyllene:major|terpinolene:major,,,,,,,,,,,,,,,,,,
soma-og-mcd-30-1-flower,M.A.C. Deluxe,Soma OG,,flower,,,30,1,alpha-pinene:5%|beta-pinene:5.5%|myrcene:7.9%,,,,,,,,,,,,,,,,,,
foundation-medical-22-1-flower,MAC 3,SafriCanna,,flower,,,22,1,caryophyllene:major|linalool:major|nerolidol:major,,,,,,,,,,,,,,,,,,
all-nations-md-xe-22-1-flower,MAC Daddy,All Nations,,flower,,,22,1,myrcene:major|limonene:major|humulene:major,,,,,,,,,,,,,,,,,,
all-nations-mdo-27-1-flower,MAC Doughnut,All Nations,,flower,,,27,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
four20-pharma-mac-1-27-1-flower,MAC-1,Four20 Pharma,,flower,flower,hybrid,27,1,,,,,,,,,,,,,,,,,,,
phant-pd-25-1-flower,MAC-1 x Powdered Donuts,Phant,,flower,,,25,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
sinceritas-mack-and-crack-28-1-flower,Mack & Crack,Sinceritas,,Sativa Hybrid,flower,,28,1,,,,,,,,,,,,,,,,,,,
aurora-medical-magnolium-flower,Magnolium,Aurora Medical,,indica,flower,,27,,,Pink Kush lineage,Canada,,,Aurora positions Magnolium as a next-step Pink Kush expression with tighter buds a deeper kush-forward aroma and higher THC potency.,Aurora Medical,https://www.auroramedical.com/products/magnolium,official manufacturer product page,2026-04-02T00:00:00.000Z,Added from Aurora's official public product feed.,Upgraded from Aurora's official public product page.,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/magnolium,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
ips-mc-22-1-flower,Mandarin Cookies,IPS PharmaCann International,,flower,,,22,1,,,,,,,,,,,,,,,,,,,
big-narstie-mflt-25-1-flower,Mango Fuel,Green Joy,,flower,,,25,1,myrcene:7.98%|limonene:25.84%|caryophyllene:37.03%,,,,,,,,,,,,discontinued,high,2026-04-03T16:33:45.603Z,Legacy catalogue audit,,"Marked discontinued during legacy catalogue cleanup because the product appeared on the discontinued audit list, but it was retained because community reviews still exist.",legacy-discontinued-audit-list|reviewed-product-retained
lit-mk-smalls-34-1-flower,Master Kush,LIT,,flower,,,34,1,,,,,,,,,,,,,,,,,,,
carmel-masterpiece-27-1-flower,Masterpiece,Carmel,,Hybrid,flower,,27,1,,,,,,,,,,,,,,,,,,,
aurora-medical-mediora-minis-cannatonic-flower-flower,Mediora Minis – Cannatonic CBD Flower,Aurora Medical,,hybrid,flower,,,,,,Canada,,,Aurora describes Cannatonic as an award-winning CBD cultivar with sweet citrus herbal and earthy notes and dense trichome-frosted buds.,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-cannatonic-flower,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-cannatonic-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-mediora-minis-citrus-cough-flower-flower,Mediora Minis – Citrus Cough,Aurora Medical,,sativa,flower,,,,terpinolene:major|caryophyllene:major|myrcene:major,La Bomba x White MAC,Canada,,,Aurora positions Citrus Cough as a milder day-to-day sativa with a fruity citrus-forward profile and light gas notes.,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-citrus-cough-flower,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-citrus-cough-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
aurora-medical-mediora-minis-rexara-flower,Mediora Minis – Rexara,Aurora Medical,,indica,flower,,,,caryophyllene:major|limonene:major|farnesene:major,Freshwater Taffy x Pineapple God,Canada,,,Aurora presents Rexara as a more approachable indica with sweet fruity mint citrus and soft gas notes.,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-rexara,official manufacturer product page,2026-04-02T00:00:00.000Z,,Upgraded from Aurora's official public product page.,available,high,2026-04-02T19:04:33.339Z,Aurora Medical,https://www.auroramedical.com/products/mediora-minis-rexara,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed
upstate-mlz-26-1-flower,Mellowz,Upstate,,flower,,,26,1,alpha-pinene:minor|beta-pinene:minor|myrcene:minor,,,,,,,,,,,,,,,,,,
grow-pharma-mimosa-26-1-flower,Mimosa,Grow Pharma,,flower,flower,sativa,26,1,,,,,,,,,,,,,,,,,,,
upstate-mop-15-1-flower,Mimosa Orange Punch,Little Green Pharma,,flower,,,15,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
lumir-msb-28-1-flower,Mint Sherbet,Cannim,,flower,,,28,1,myrcene:27%|limonene:21%|caryophyllene:9%,,,,,,,,,,,,,,,,,,
4c-labs-core-mc1-27-1-flower,Miracle Alien Cookies,4C Labs,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
mvc-mac1plus-25-1-flower,Miracle Alien Cookies,Miracle Valley Canada,,flower,,,25,1,alpha-pinene:11%|beta-pinene:9%|myrcene:7.5%,,,,,,,,,,,,,,,,,,
4c-labs-mbd-27-1-flower,Moby Dick,4C Labs,,flower,,,27,1,myrcene:minor|limonene:minor|caryophyllene:minor,,,,,,,,,,,,,,,,,,
cannfx-mochi-28-1-flower,Mochi Gelato,CannFX,,hybrid,flower,,28,1,Myrcene:major|Caryophyllene:major|Limonene:major,Sunset Sherbet x Girl Scout Cookies,Canada,,,,Mochi Gelato is presented as a flavorful hybrid with sweet,nutty,and chocolate-leaning notes and an uplifting but relaxed feel.,,https://www.lume.com/product/flower/societyc-mochi-gelato-35g,public retailer product page,,,,,,,
aurora-medical-moon-berry-flower,Moon Berry,Aurora Medical,,hybrid,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/moon-berry,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/moon-berry,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
qwest-msn-31-1-flower,Morning Sun,Decibel,,indica,flower,,31,1,Terpinolene:major|Limonene:major|Myrcene:major,Kitsilano Kush Cake x Secret Cookies x Kush Mints 11,,,,Official Qwest page describes a frosty cultivar with exotic fruit and gassy aromatic notes and a creamy caramel finish.,Qwest Cannabis,https://qwestcannabis.com/products/morning-sun/,official grower page,2026-04-02T00:00:00.000Z,,"Added official genetics, strain type, terpene, and producer note data from Qwest's public product page.",unknown,terpene,,,,,
4c-labs-mjr-27-1-flower,Ms. MJR Runtz,4C Labs,,flower,,,27,1,,,,,,,,,,,,,,,,,,,
aurora-pedanios-sugarbud-mule-fuel-27-1-flower,Mule Fuel,Aurora Pedanios,,flower,flower,,27,1,,,,,,,,,,,,,,,,,,,
big-narstie-mf-28-1-flower,Mule Fuel,Ahara,,flower,,,28,1,alpha-pinene:9.81%|beta-pinene:6.6%|myrcene:48.91%,,,,,,,,,,,,,,,,,,
next-friday-mtf-30-1-flower,Mutant Tyre Fire,Next Friday,,flower,,,30,1,,,,,,,,,,,,,,,,,,,
foundation-medical-23-1-flower,Nag Champa,SafriCanna,,flower,,,23,1,limonene:major|caryophyllene:major|nerolidol:major,,,,,,,,,,,,,,,,,,
pure-sunfarms-neon-lambo-flower,Neon Lambo,Pure Sunfarms,,indica,flower,,27,,Caryophyllene:major|Myrcene:major|Linalool:major,Gas Face x Purple Kush,Canada,,,"This hand-picked pheno was selected for its high-octane aromas and high-THC potential. A cross of Gas Face x Purple Kush, Neon Lambo delivers a pungent gassy profile, balanced by a smooth and sweet creamy finish from dominant terpenes caryophyllene, myrcene and linalool. The plant produces massive, blingy nugs featuring flecks of deep purple.",Pure Sunfarms,https://puresunfarms.com/strains/neon-lambo/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
aurora-medical-neon-sour-flower,Neon Sour,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/neon-sour,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/neon-sour,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
aurora-medical-noculus-flower,Noculus,Aurora Medical,,indica,flower,,,,limonene:major|caryophyllene:major|myrcene:major,,Canada,,,Aurora describes Noculus as an aromatic indica with tropical fruit earthy floral gas pine and cheese notes backed by a 3.6% terpene content.,Aurora Medical,https://www.auroramedical.com/products/noculus,official manufacturer product page,2026-04-02T00:00:00.000Z,Added from Aurora's official public product feed.,Upgraded from Aurora's official public product page.,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/noculus,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
pharmaserv-omg-26-1-flower,O.M.G. Burger,Pharmacol,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
4c-labs-xks-smalls-22-1-flower,Oaxacan Kush,4C Labs,Smalls,flower,,,24,1,,,,,,,,,,,,,,,,,,,
dlabs-ogc-32-1-flower,Ocean Grown Cookies,dLabs,,flower,,,32,1,myrcene:major|limonene:major|caryophyllene:minor,,,,,,,,,,,,,,,,,,
dalgety-og-cheese-28-1-flower,OG Cheese,Dalgety,,flower,flower,,28,1,,,,,,,,,,,,,,,,,,,
four20-pharma-og-kush-25-1-flower,OG Kush,Four20 Pharma,,flower,flower,indica,25,1,,,,,,,,,,,,,,,,,,,
grow-pharma-og-kush-24-1-flower,OG Kush,Grow Pharma,,flower,flower,indica,24,1,,,,,,,,,,,,,,,,,,,
peace-naturals-og-kush-30-1-flower,OG Kush,Peace Naturals,,Hybrid,flower,,30,1,,,,,,,,,,,,,,,,,,,
therismos-ogk-22-1-flower,OG Kush,Linneo Health,,flower,,,22,1,beta-pinene:minor|myrcene:major|limonene:major,,,,,,,,,,,,,,,,,,
tilray-og-kush-25-1-flower,OG Kush,Tilray,,flower,flower,indica,25,1,,,,,,,,,,,,,,,,,,,
good-supply-ogkb-28-1-flower,OG Kush Breath,Good Supply,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
safricanna-odb-15-1-flower,Ol' Dirty Bastard,SafriCanna,,flower,,,15,1,myrcene:11.47%|limonene:6.19%|caryophyllene:51.15%,,,,,,,,,,,,,,,,,,
tgod-organic-gold-butter-mac-24-1-flower,Organic Gold Butter Mac,TGOD,,indica-dominant hybrid,flower,,24,1,Limonene:41.5%|Caryophyllene:31.4%|Linalool:14.5%|Myrcene:10.8%,Peanut Butter Breath x MAC-1 x Quebec Gold,Canada,NONE,,Certified organic TGOD flower grown in living soil with a rich citrus-spice terpene mix led by limonene and caryophyllene.,4C Labs,https://4clabs.co/products/organic-gold-butter-mac/,official distributor product page,2026-04-01T00:00:00.000Z,,Added from 4C Labs public TGOD product page,,,,,,,
safricanna-ob-26-1-flower,Original Blitz,SafriCanna,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
qwest-ps-cheetah-flower,P.S. Cheetah,Decibel,,hybrid,flower,,28,,Myrcene:major|Caryophyllene:major|Farnesene:major,Lemonade x Gelato 42 x London Pound Cake,,,,Official Qwest page describes a citrusy and gassy hybrid with ammonia notes and a creamy melon finish.,Qwest Cannabis,https://qwestcannabis.com/products/p.s.-cheetah,official grower page,2026-04-02T00:00:00.000Z,,Added as a new official-source Qwest flower from the public producer product page.,available,high,2026-04-02T00:00:00.000Z,Qwest Cannabis,https://qwestcannabis.com/products/p.s.-cheetah,Listed on the official Qwest product page on the review date.,official-listing|product-page-live
big-narstie-papaya-bantz-24-1-flower,Papaya Bantz,Big Narstie,,Indica Hybrid,flower,,24,1,,,,,,,,,,,,,,,,,,,
big-narstie-pb-26-1-flower,Papaya Bantz,Northern Leaf,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
qwest-papaya-cake-flower,Papaya Cake,Decibel,,,flower,,,,,,,,Qwest Cannabis,https://qwestcannabis.com/products,official grower catalogue page,2026-04-02T00:00:00.000Z,,,discontinued,high,unknown,Qwest Cannabis,,Listed in the retired section of Qwest's official products page.,official-retired-listing|catalogue-page-live,,
aurora-medical-parm-farm-flower,Parm Farm,Aurora Medical,,hybrid,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-parm-farm,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-parm-farm,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
good-supply-pvt-26-1-flower,Pavé #34,Good Supply,,flower,,,26,1,,,,,,,,,,,,,,,,,,,
vas-5-vasco-pave-runtz-28-1-flower,Pave Runtz,Vasco,,flower,flower,hybrid,28,1,,,,,,,,,,,,,,,,,,,
vasco-pr-28-1-flower,Pavé Runtz,Vasco,,flower,,,28,1,,,,,,,,,,,,,,,,,,,
khiron-pbb-23-1-flower,Peanut Butter Breath,Khiron Med,,flower,,,23,1,,,,,,,,,,,,,,,,,,,
aurora-medical-pemby-purp-flower,Pemby Purp,Aurora Medical,,indica,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pemby-purp-flower,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-pemby-purp-flower,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
pure-sunfarms-pennywise-flower,Pennywise,Pure Sunfarms,,indica,flower,,6,5,Myrcene:major|Terpinolene:major|Guaiol:major,Harlequin x Jack the Ripper,Canada,,,"Pennywise is a naturally CBD-rich strain, known for its balanced ratio of CBD to THC. This indica-dominant plant is the laidback lovechild of CBD-rich Harlequin and high-THC Jack the Ripper, bringing you the best of both cannabinoids with a calm yet upbeat profile. The flower delivers earthy, coffee-like aromas and a sweet inhale with notes of sour citrus from dominant terpenes myrcene, guaiol and terpinolene. The plant produces tightly-packed buds with striking olive-coloured leaves and burnt orange pistils under a cover of milky trichomes.",Pure Sunfarms,https://puresunfarms.com/strains/pennywise/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
seed-junky-pm-25-1-flower,Permanent Marker,Seed Junky,,indica-dominant hybrid,flower,,25,1,Caryophyllene:major|Limonene:major|Farnesene:major,(Sherb bx x Permanent Marker) x Permanent Marker,,,,Seed Junky's Permanent Marker bx1 is a pungent candy-gas cultivar with floral,soapy,and marker-like notes.,Segra,,official cultivar catalogue page,2026-04-03T00:00:00.000Z,unknown,Imported from Segra's public Seed Junky cultivar page.,,,,,
sundaze-pmk-24-1-flower,Permanent Marker,ABcann Medicinals,,flower,,,24,1,limonene:major|caryophyllene:major|linalool:major,,,,,,,,,,,,,,,,,,
aurora-medical-petro-biscuit-flower,Petro Biscuit,Aurora Medical,,indica,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-petro-biscuit,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-petro-biscuit,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
dalgety-pineapple-chunk-24-1-flower,Pineapple Chunk,Dalgety,,flower,flower,,24,1,,,,,,,,,,,,,,,,,,,
all-nations-pne-27-1-flower,Pineapple Express,All Nations,,sativa-dominant hybrid,flower,,27,1,Limonene:major|Caryophyllene:major|Linalool:major|Myrcene:major|Farnesene:major,Trainwreck x Hawaiian,Canada,unirradiated,,,Public pharmacy product pages list Pineapple Express as a Canadian sativa-dominant hybrid with citrus,earthy,and spicy notes.,,https://canngo.express/market/product/all-nations-pe-25-1-pineapple-express,public pharmacy product page,,,,,,,
grow-pharma-pineapple-express-24-1-flower,Pineapple Express,Grow Pharma,,flower,flower,sativa,24,1,,,,,,,,,,,,,,,,,,,
tilray-pineapple-express-25-1-flower,Pineapple Express,Tilray,,flower,flower,sativa,25,1,,,,,,,,,,,,,,,,,,,
four20-pnz-30-1-flower,Pineapple Fruz,Four20,,flower,,,30,1,,,,,,,,,,,,,,,,,,,
upstate-pgd-26-1-flower,Pineapple God,Upstate,,flower,,,26,1,caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
upstate-pgd-28-1-flower,Pineapple God,Upstate,,flower,,,28,1,caryophyllene:major|humulene:major,,,,,,,,,,,,,,,,,,
sundaze-pck-27-1-flower,Pink Cookies,ABcann Medicinals,,indica-dominant hybrid,flower,,27,1,Caryophyllene:major|Limonene:major|Myrcene:major,Girl Scout Cookies x Cherry Pie,,,,Pink Cookies,also known as Wedding Cake,is a creamy earthy cultivar with vanilla,pepper,,THC Design,https://thcdesign.com/strains/pink-cookies/,unknown,2026-04-03T00:00:00.000Z,,Used for cultivar-level public facts only.,,,
phant-d1-28-1-flower,Pink D1,Phant,,flower,,,28,1,myrcene:34.9%|limonene:31.3%|caryophyllene:18.5%,,,,,,,,,,,,,,,,,,
four20-pharma-pink-diesel-26-0p1-flower,Pink Diesel,Four20 Pharma,,flower,flower,,26,0.1,,,,,,,,,,,,,,,,,,,
four20-pharma-pink-diesel-smalls-25-0p1-flower,Pink Diesel,Four20 Pharma,smalls,flower,flower,,25,0.1,,,,,,,,,,,,,,,,,,,
aurora-medical-pink-diesel-71-flower,Pink Diesel '71,Aurora Medical,,indica,flower,,,,myrcene:major|ocimene:major|caryophyllene:major,Pink Kush x Driftwood Diesel,Canada,,,Aurora describes Pink Diesel '71 as a high-THC indica with blended gas lavender and spice notes.,Aurora Medical,https://www.auroramedical.com/products/pink-diesel-71,official manufacturer product page,2026-04-02T00:00:00.000Z,Added from Aurora's official public product feed.,Upgraded from Aurora's official public product page.,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/pink-diesel-71,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
big-narstie-pg-28-1-flower,Pink Gasoline,Northern Leaf,,mostly indica,flower,,28,1,,33 Splitter x Peach Ozz,,,,Pink Gasoline is described as a fruit-and-fuel cultivar with sweet gassy notes and an indica-leaning profile.,Cannapot,https://www.cannapot.com/shop/cannabis-seeds/the-perfect-tree/pink-gasoline_seeds.html,public retailer product page,2026-04-03T00:00:00.000Z,,Used for cultivar-level public facts only.,,,,,,,
aurora-pedanios-pink-kush-20-1-flower,Pink Kush,Aurora Pedanios,,indica,flower,indica,20,1,,,Canada,,,Official Aurora page presents Pink Kush as the Sedamen cultivar with lemon pepper vanilla and lavender aroma notes.,Aurora Medical,https://www.auroramedical.com/products/sedamen,official manufacturer page,2026-04-01T00:00:00.000Z,,Imported from the official Aurora Medical Sedamen (Pink Kush) product page.,available,high,2026-04-01T00:00:00.000Z,Aurora Medical,https://www.auroramedical.com/products/sedamen,Listed as available on the official Aurora Medical product page.,official-listing|product-page-live
aurora-pedanios-sun-farms-pink-kush-22-1-flower,Pink Kush,Aurora Sun Farms,,flower,flower,indica,22,1,,,,,,,,,,,,,,,,,,,
pure-sunfarms-pkk-21-1-flower,Pink Kush,Pure Sunfarms,,indica,flower,,21,1,Caryophyllene:44.1%|Bisabolol:13.3%|Humulene:12.7%|Linalool:10.4%,Kush (OG relative),Canada,,,Pure Sunfarms greenhouse flower with classic kush character and a heavy caryophyllene-led terpene profile.,4C Labs,https://4clabs.co/products/pink-kush/,official distributor product page,2026-04-01T00:00:00.000Z,,Updated terpene percentages and supporting facts from 4C Labs public product page,available,high,2026-03-26T00:00:00.000Z,Pure Sunfarms,https://puresunfarms.com/strains/pink-kush/,Listed on the official Pure Sunfarms strain and flower pages on the review date.,official-listing|product-page-live
green-joy-pink-lilac-25-1-flower,Pink Lilac,Green Joy,,Sativa Hybrid,flower,,25,1,,,,,,,,,,,,,,,,,,,
pure-sunfarms-pink-rhino-flower,Pink Rhino,Pure Sunfarms,,indica,flower,,25,,Linalool:major|Myrcene:major|Limonene:major,Pink Kush x White Rhino,Canada,,,"Pink Rhino is a cross of everyone’s favourite Pink Kush and old school legend White Rhino. Our growers have brought together two iconic parents to deliver a new candy-like kush that’s got it all: potency, dense sticky nugs, sweet aromas of sugary honey and classic kush notes of earth and gas from dominant terpenes linalool, myrcene, limonene. The plant produces cakey light green nugs that are naturally super tight and thickly coated in sugar from top to bottom.",Pure Sunfarms,https://puresunfarms.com/strains/pink-rhino/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
sundaze-psc-23-1-flower,Pink Snowcone,ABcann Medicinals,,flower,,,23,1,limonene:major|caryophyllene:major|other:major,,,,,,,,,,,,,,,,,,
eastcann-pmtt-31-1-flower,Platinum Mints,EastCann,,flower,,,31,1,myrcene:major|limonene:major|caryophyllene:major,,,,,,,,,,,,,,,,,,
mamedica-plb-25-1-flower,Polar Blaze,Cheers Cannabis,,flower,,,25,1,,,,,,,,,,,,,,,,,,,
noidecs-pk-24-1-flower,Polar Kush,Noidecs,,flower,,,24,1,,,,,,,,,,,,,,,,,,,
aurora-medical-pomelo-fresco-flower,Pomelo Fresco,Aurora Medical,,hybrid,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/seasonal-stash-pomelo-fresco,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/seasonal-stash-pomelo-fresco,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
aurora-medical-ponderosa-pine-flower,Ponderosa Pine,Aurora Medical,,sativa,flower,,,,,Canada,,,,Aurora Medical,https://www.auroramedical.com/products/ponderosa-pine-3-5g,official manufacturer product feed,2026-04-02T00:00:00.000Z,,Added from Aurora's official public product feed.,available,unknown,2026-04-02T00:00:00.000Z,,https://www.auroramedical.com/products/ponderosa-pine-3-5g,Listed on Aurora's official public product feed on the review date.,official-listing|product-feed,
pure-sunfarms-pure-sun-cbd-flower,Pure Sun CBD,Pure Sunfarms,,hybrid,flower,,0,12,Myrcene:major|Bisabolol:major|Guaiol:major,Reine Madre x NYC Diesel,Canada,,,"Our Pure Sun CBD is a hand-selected phenotype of Cannatonic, a strain known for its strong CBD potential and low levels of THC. With this CBD-rich flower, you can expect sweet and floral aromas of orange popsicles, fresh chamomile, nutty cardamom, and brown sugar.",Pure Sunfarms,https://puresunfarms.com/strains/pure-sun-cbd/,official producer strain page,2026-04-02T19:40:34.331Z,,Added from the official Pure Sunfarms public strain page.,,,,,,,
